1541,1324,886,312,3658,276
1686,1200,893,279,3649,293
1866,1100,891,232,3594,317
2066,976,888,216,3504,350
2281,848,876,215,3397,383
2495,739,860,166,3325,413
2751,616,831,156,3198,448
2945,538,810,117,3105,485
3121,469,782,104,3001,522
3297,413,759,84,2894,553
3478,363,734,75,2766,584
3645,323,708,57,2659,609
3816,271,686,66,2525,636
3963,237,665,56,2421,658
4118,210,632,40,2318,681
4273,177,611,49,2188,702
4400,162,588,36,2085,728
4557,135,561,40,1959,747
4667,124,548,21,1866,774
4780,105,531,24,1759,801
4885,91,505,19,1683,816
4985,84,488,15,1597,831
5073,79,476,12,1515,844
5165,69,450,17,1443,856
5269,61,423,14,1369,863
5350,55,404,11,1305,874
5430,46,387,16,1236,885
5520,41,363,11,1165,900
5597,35,343,9,1103,913
5664,31,330,6,1040,928
5738,26,312,7,980,936
5815,23,297,4,916,944
5874,20,282,4,868,951
5934,19,266,1,816,964
5976,15,253,5,780,971
6043,14,234,2,726,981
6090,12,225,3,679,991
6138,12,214,1,639,996
6181,8,207,4,598,1002
6230,6,194,5,555,1010
6263,6,182,1,528,1020
6293,5,177,1,498,1026
6344,5,162,0,457,1032
6375,5,156,0,427,1037
0,9900,0,0,100,0
6,9615,16,285,76,2
6,9218,16,682,76,2
6,8868,16,1032,76,2
6,8527,16,1373,76,2
6,8189,16,1711,76,2
6,7842,16,2058,76,2
6,7510,16,2390,76,2
6,7209,16,2691,76,2
14,6961,14,2893,116,2
14,6743,14,2743,484,2
14,6491,14,2606,873,2
14,6261,14,2490,1219,2
14,6054,14,2366,1550,2
14,5853,14,2242,1875,2
14,5647,14,2159,2164,2
14,5470,14,2068,2432,2
24,5327,22,2010,2615,2
60,5122,118,1919,2777,6
87,4920,203,1794,2988,9
111,4726,296,1676,3179,11
123,4565,402,1560,3334,18
145,4376,460,1488,3509,22
164,4212,523,1404,3672,25
216,4034,611,1256,3849,34
253,3886,681,1182,3959,41
299,3721,748,1146,4036,50
329,3579,807,1050,4178,57
367,3432,868,977,4290,67
445,3252,922,944,4361,76
498,3127,950,881,4456,88
566,2998,980,807,4551,98
605,2898,1003,750,4635,110
691,2759,1027,688,4707,128
788,2624,1062,643,4740,143
837,2504,1106,599,4803,151
906,2375,1116,579,4860,164
1016,2227,1129,540,4911,177
1120,2097,1154,522,4911,196
1218,1992,1167,476,4928,218
1321,1864,1188,455,4930,241
1438,1755,1195,407,4947,258
1577,1634,1201,379,4927,282
1730,1498,1197,386,4887,302
1883,1372,1197,356,4872,320
2043,1262,1186,297,4867,345
2234,1139,1187,271,4796,373
2416,1032,1183,253,4720,397
2640,923,1150,206,4650,430
2859,816,1129,173,4557,464
3115,685,1116,175,4407,502
3369,581,1087,139,4281,543
3656,476,1053,116,4099,599
3970,385,1015,82,3897,650
4283,321,969,71,3659,693
4530,287,921,48,3486,727
4745,251,865,50,3318,770
4978,209,834,53,3113,811
5171,178,799,39,2976,836
5343,154,778,34,2818,871
5538,127,752,31,2651,900
5725,103,712,30,2501,928
5892,84,685,26,2363,950
6038,71,657,22,2242,970
6199,58,620,16,2116,991
6327,50,595,11,1999,1018
6463,37,564,15,1889,1030
6591,33,543,7,1773,1053
6703,28,517,8,1671,1070
6837,24,493,5,1548,1093
6917,15,475,10,1478,1105
7024,12,445,6,1392,1119
7107,9,428,4,1313,1139
7190,7,409,2,1237,1155
7262,6,401,1,1156,1174
7329,4,387,2,1094,1184
7401,3,367,2,1032,1195
7459,3,352,0,973,1213
7522,2,329,1,922,1224
